head,relation,tail
王礼佳,develops,多段
王礼佳,develops,机翼
环境,develops,目标
环境,develops,美国
环境,develops,通用原子
理论,develops,升力
理论,develops,双翼布局
理论,develops,指导
理论,develops,计算方法
略小于,develops,1-2度
目标,develops,前线机场
矛盾,develops,设计约束
研究结果,develops,参数
研究结果,develops,双翼
研究结果,develops,平面参数
研究结果,develops,折叠翼
研究结果,develops,无量纲量
研究结果,develops,气动性能
研究结果,develops,设计
第2,develops,变展长变体技术
第2,develops,应用
第4,develops,参数
第一,develops,单-双折叠翼变体飞行器
等效原则,develops,准则
等效原则,develops,双翼
类型,develops,设计方法
结构设计研究,develops,代价
结构设计研究,develops,变体
结构设计研究,develops,折叠翼
综上,develops,变体包线
综上,develops,需求
综上,develops,飞行控制算法
缺陷,develops,单-双折叠翼变体飞行器
缺陷,develops,概念
缺陷,develops,飞行器
美国,develops,前线机场
美国,develops,起降
美国空军,develops,目标
翼尖负担,develops,上机翼
翼尖负担,develops,双翼构型
翼尖负担,develops,变体
翼尖负担,develops,折叠翼
翼尖负担,develops,机翼
翼展,develops,要求
翼展比,develops,双翼气动性能
考虑,develops,翼展
考量,develops,节中
考量,develops,设计参数
耦合作用,develops,准则
耦合作用,develops,约束
耦合作用,develops,考虑
背负式进气道,develops,上方
背负式进气道,develops,机身
背负式进气道,develops,进气道
舵面,develops,副翼设计
舵面,develops,原准机
舵面,develops,变体
舵面,develops,折叠翼
舵面,develops,舵面偏转
节中,develops,设计参数
节中,develops,设计目标
节中,develops,飞机几何外形设计
芒克,develops,早期双翼理论
范围,develops,双翼
范围,develops,指导
蒙皮,develops,机翼
要求,develops,折叠翼
要求,develops,气动力驱动
规律,develops,动力学
规律,develops,结构设计
规律,develops,问题之一
设计,develops,中将
设计,develops,变体包线
设计,develops,基础
设计,develops,思路
设计,develops,挑战
设计,develops,气动设计
设计,develops,设计参数
设计,develops,设计目标
设计,develops,设计约束
设计,develops,起落架
设计,develops,飞机
设计,develops,飞行控制设计
设计参数,develops,参数
设计参数,develops,对比
设计参数,develops,折叠翼
设计参数,develops,重量
设计参数,develops,飞行器
设计方法,develops,指导
设计目标,develops,原理验证机
设计目标,develops,变体
设计目标,develops,目标
设计目标,develops,约束
设计目标,develops,设计参数
设计目标,develops,车载
设计目标,develops,飞机几何外形设计
设计约束,develops,几何外形参数
设计约束,develops,几何外形设计
设计约束,develops,单-双折叠翼变体飞行器
设计约束,develops,大展弦
设计约束,develops,展弦比
设计约束,develops,平衡气动
设计约束,develops,损失
设计约束,develops,控制
设计约束,develops,气动效率
设计约束,develops,约束
设计约束,develops,考虑
设计约束,develops,考量
设计约束,develops,节中
设计约束,develops,设计准则
设计约束,develops,设计参数
设计约束,develops,设计方案
设计约束,develops,设计目标
设计约束,develops,重量
设计约束,develops,长航时飞行器
设计约束,develops,飞机
设计约束,develops,飞机几何外形设计
设计规律,develops,变体
设计规律,develops,变体包线
设计规律,develops,折叠翼
设计需求,develops,性能
设计需求,develops,损失
设计需求,develops,飞机
试飞,develops,6m
试飞,develops,翼展
课题组,develops,ACADO
课题组,develops,ACADO多学科总体设计平台
课题组,develops,优化
课题组,develops,变体飞行器
课题组,develops,大展弦
课题组,develops,学科
课题组,develops,总体设计
课题组,develops,飞行器
负担转角,develops,升力系数
负担转角,develops,翼尖
负担转角,develops,翼尖失速
起落架,develops,设计参数
起落架,develops,设计约束
起落架,develops,飞机
起降场地,develops,气动力驱动
起降过载,develops,展弦比
起降过载,develops,限制
跑道宽度,develops,要求
过去,develops,变体技术
过去,develops,应用
连接翼,develops,使用
连接翼,develops,计算
连接翼,develops,飞机
连杆,develops,120kg
连杆,develops,一侧
连杆,develops,刚度
连杆,develops,单-双折叠翼变体飞机
连杆,develops,变体
连杆,develops,圆杆
连杆,develops,性能
连杆,develops,机构
连杆,develops,考虑
通用原子,develops,前线机场
通用原子,develops,起降
通用原子,develops,长航时无人机
部件,develops,传力路径
部件,develops,受力
部件,develops,连杆
部件,develops,飞机
重量,develops,单-双折叠翼变体飞机
重量,develops,总体方案设计
长航,develops,原理
长航,develops,约束
长航,develops,飞行
长航时飞行器,develops,大展弦
间断位置,develops,参数
阶段,develops,使用
阶段,develops,概念
阶段,develops,环境
阶段,develops,理论
阶段,develops,飞机
需求,develops,代价
需求,develops,增大
需求,develops,大展弦
需求,develops,气动设计
需求,develops,起降
需求,develops,跑道
需求,develops,飞行控制设计
飞机,develops,代价
飞机,develops,优化
飞机,develops,使用
飞机,develops,单-双折叠翼变体飞行器
飞机,develops,参数
飞机,develops,双翼气动特性
飞机,develops,变体
飞机,develops,变体控制
飞机,develops,变体过程
飞机,develops,国内外
飞机,develops,基础
飞机,develops,增大
飞机,develops,大展弦
飞机,develops,学科
飞机,develops,对比
飞机,develops,展弦比
飞机,develops,性能指标
飞机,develops,总体参数拟定
飞机,develops,折叠翼
飞机,develops,指导
飞机,develops,效果
飞机,develops,方案
飞机,develops,早期
飞机,develops,机构
飞机,develops,机翼
飞机,develops,概念
飞机,develops,气动效率
飞机,develops,气动设计
飞机,develops,活动机翼
飞机,develops,滚转扰动力矩
飞机,develops,环境
飞机,develops,目前
飞机,develops,目标
飞机,develops,矛盾
飞机,develops,约束
飞机,develops,结构设计
飞机,develops,结构重量
飞机,develops,考虑
飞机,develops,考量
飞机,develops,蒙皮
飞机,develops,要求
飞机,develops,设计
飞机,develops,设计参数
飞机,develops,设计指标
飞机,develops,设计方法
飞机,develops,设计目标
飞机,develops,设计约束
飞机,develops,负担转角
飞机,develops,起降性能
飞机,develops,重量
飞机,develops,静稳定裕度
飞机,develops,飞行包线
飞机,develops,飞行器
飞机,develops,飞行性能
飞机,develops,飞行控制设计
飞机结构设计,develops,气动设计
飞机结构设计,develops,飞行控制设计
飞机设计,develops,使用
飞机设计,develops,性能指标
飞机设计,develops,飞机
飞机起降,develops,设计约束
飞行,develops,变体飞行器
飞行,develops,同时
飞行,develops,改变
飞行,develops,机翼
飞行器,develops,二维
飞行器,develops,几何外形设计
飞行器,develops,双翼气动特性
飞行器,develops,总体参数拟定
飞行器,develops,效果
飞行器,develops,早期
飞行器,develops,机翼
飞行器,develops,概念布局
飞行器,develops,设计参数
飞行器,develops,设计约束
飞行器,develops,设计规律
飞行器,develops,飞机
飞行器初始总体参数拟定方法,develops,变体
飞行器初始总体参数拟定方法,develops,变体包线
飞行器初始总体参数拟定方法,develops,折叠翼
飞行器初始总体参数拟定方法,develops,概念
飞行器总体设计,develops,规律
飞行器总体设计,develops,设计准则
飞行器总体设计方法,develops,设计目标
飞行控制算法,develops,副翼偏转
飞行控制算法,develops,变体过程
飞行控制算法,develops,线性区
飞行控制系统,develops,优化
飞行控制系统,develops,变体
飞行控制设计,develops,考虑
飞行控制设计,develops,考量
飞行控制设计,develops,设计目标
飞行控制设计,develops,设计约束
飞行控制设计,develops,需求
飞行控制设计,develops,飞机设计
ACADO,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
ACADO,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
Aquila,discussed_in,第1章绪论
DARPA,discussed_in,第1章绪论
F-14,discussed_in,第1章绪论
GPS,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
NASA,discussed_in,第1章绪论
RQ-4A,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
RQ-4A,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
RQ-4A,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
RQ-4A,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
RQ-4A,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
SST湍流模型,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
U-2,discussed_in,第1章绪论
U型槽,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
U型槽,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
U型槽,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
XB-70,discussed_in,第1章绪论
三部分解耦控制,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
上下机翼间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
上下机翼间距,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
上下间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
上反角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
上反角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
上机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
上机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
下单翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
下单翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
下机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
下机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
主梁,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
主梁,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
伸缩翼,discussed_in,第1章绪论
低压区,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
作动器直接驱动,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
使用过载,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
俯仰力矩,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
俯仰力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
俯仰力矩系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
俯仰扰动力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
偏航力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
偏航扰动力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
全球鹰,discussed_in,第1章绪论
全球鹰,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
全球鹰,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
全球鹰,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
全球鹰,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
全球鹰,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
全球鹰,discussed_in,第9章总结与展望
公转角,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
公转角,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
公转角,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
公转角度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
公转角度,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
公转角度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
刚度,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
刚度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
前后间距,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
前缘,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
副翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
副翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
副翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
副翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
副翼,discussed_in,第9章总结与展望
副翼上偏,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼作动器,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
副翼偏角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼偏转,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
副翼偏转,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼偏转,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
副翼偏转,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
副翼偏转,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
副翼偏转,discussed_in,第9章总结与展望
副翼偏转角度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼差动,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
副翼弦长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼面积,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
副翼面积,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
动力学方程,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
升力,discussed_in,第1章绪论
升力,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
升力,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
升力,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
升力,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
升力,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
升力,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
升力,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
升力,discussed_in,第9章总结与展望
升力中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
升力系数,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
升力系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
升力系数,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
升力线斜率,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
升力线理论,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
升力面,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
升阻比,discussed_in,第1章绪论
升阻比,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
升阻比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
升降舵,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
升降舵,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
升限,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
半经验方法,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
单-双折叠翼变体飞机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单-双折叠翼变体飞机,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
单-双折叠翼变体飞机,discussed_in,第9章总结与展望
单-双折叠翼变体飞行器,discussed_in,第1章绪论
单-双折叠翼变体飞行器,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
单-双折叠翼变体飞行器,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单-双折叠翼变体飞行器,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
单-双折叠翼变体飞行器,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
单-双折叠翼变体飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
单-双折叠翼变体飞行器,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
单-双折叠翼变体飞行器,discussed_in,第9章总结与展望
单翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
单翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
单翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
单翼机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单翼构型,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
单翼构型,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单翼构型,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
单翼构型,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
单翼状态,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
单翼状态,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
单翼状态,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
压力中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
压力分布,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
原理验证,discussed_in,第1章绪论
原理验证机,discussed_in,第1章绪论
原理验证机,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
原理验证机,discussed_in,第9章总结与展望
双翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
双翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
双翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
双翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
双翼,discussed_in,第9章总结与展望
双翼布局,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
双翼布局,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
双翼机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
双翼构型,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
双翼构型,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
双翼构型,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
双翼构型,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
双翼构型,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
双翼状态,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
双翼状态,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
双翼状态,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
双翼状态,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
双连杆,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
变体技术,discussed_in,第1章绪论
变体技术,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
变体技术,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
变体技术,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
变体飞行器,discussed_in,第1章绪论
变体飞行器,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
变体飞行器,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
变体飞行器,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
变体飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
变体飞行器,discussed_in,第9章总结与展望
变后掠翼,discussed_in,第1章绪论
变展长变体技术,discussed_in,第1章绪论
变展长变体技术,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
同步失速,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
后掠角,discussed_in,第1章绪论
后掠角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
后掠角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
固定机翼,discussed_in,第1章绪论
固定机翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
固定机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
固定机翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
固定机翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
固定机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
固定机翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
垂尾,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
增升装置,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
太阳能无人机,discussed_in,第1章绪论
失速,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
失速,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
失速攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
失速速度,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
奥斯瓦尔德因子,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
实际攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
尾翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
尾翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
尾翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
展向升力分布,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
展向流动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
展弦比,discussed_in,第1章绪论
展弦比,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
展弦比,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
展弦比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
展弦比,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
嵌套网格,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
巡航升力系数,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
巡航升阻比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
巡航高度,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
差动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
平均展长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
平均弦长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
平均弦长,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
平尾,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
平直机翼,discussed_in,第1章绪论
平直机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
弦长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
弦长,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
弦长,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
弯度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
强度,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
强度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
强度,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
扭转角,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
扭转角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
扰动力,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
扰动力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
折叠翼,discussed_in,第1章绪论
折叠翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
折叠翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
折叠翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
折叠翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
折叠翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
折叠翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
折叠翼,discussed_in,第9章总结与展望
拉格朗日方法,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
挂钩,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
控制方程,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
推重比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
摄像头,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
摩擦阻力,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
支撑翼,discussed_in,第1章绪论
支柱,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
攻角,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
攻角,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
方向舵,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
方向舵,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
无量纲位置参数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
无量纲量,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
普朗特,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
最大升力系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
最大升力系数,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
最大起飞重量,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
最大起飞重量,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
最大起飞重量,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
最大速度,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
有效载荷,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
机翼上表面,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
机翼前缘,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
机翼厚度,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
机翼弯度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
机翼油箱,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
机翼面积,discussed_in,第1章绪论
机翼面积,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究
机翼面积,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
机翼面积,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
机身,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
机身,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
机身,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
机身,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
机身,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
机身油箱,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
来流攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
柔性桁架,discussed_in,第1章绪论
桁架,discussed_in,第1章绪论
桁架,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
梢根比,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
梢根比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
梢根比,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
梯形翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动中心,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动优化,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
气动力矩,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动力矩,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
气动力驱动,discussed_in,第1章绪论
气动力驱动,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
气动力驱动,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动力驱动,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
气动力驱动,discussed_in,第9章总结与展望
气动力驱动变体,discussed_in,第1章绪论
气动力驱动变体,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
气动力驱动变体,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动力驱动变体,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
气动力驱动变体,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
气动力驱动变体,discussed_in,第9章总结与展望
气动干扰,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
气动弹性,discussed_in,第1章绪论
气动舵面,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
油箱,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
活动机翼,discussed_in,第1章绪论
活动机翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善
活动机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
活动机翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
活动机翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究
活动机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
活动机翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究
活动机翼,discussed_in,第9章总结与展望
流动分离,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究
滚转力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
滚转扰动力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究
燃油重量,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究
