head,relation,tail
副翼上偏,co_occurs_with,卸载
副翼上偏,co_occurs_with,参考点取
副翼上偏,co_occurs_with,外侧
副翼上偏,co_occurs_with,角度
副翼下偏,co_occurs_with,补偿
副翼作动器,co_occurs_with,作动器
副翼作动器,co_occurs_with,克服
副翼作动器,co_occurs_with,增强
副翼作动器,co_occurs_with,机构
副翼作动器,co_occurs_with,铰链力矩
副翼偏角,co_occurs_with,副翼
副翼偏角,co_occurs_with,改变
副翼偏角,co_occurs_with,流动分离
副翼偏角,co_occurs_with,连杆
副翼偏角,co_occurs_with,阻力
副翼偏转,co_occurs_with,15度
副翼偏转,co_occurs_with,20度
副翼偏转,co_occurs_with,3200N·m
副翼偏转,co_occurs_with,45%
副翼偏转,co_occurs_with,5度
副翼偏转,co_occurs_with,位置
副翼偏转,co_occurs_with,作动器
副翼偏转,co_occurs_with,作用中心
副翼偏转,co_occurs_with,俯仰力矩
副翼偏转,co_occurs_with,偏转
副翼偏转,co_occurs_with,克服
副翼偏转,co_occurs_with,公转
副翼偏转,co_occurs_with,副翼
副翼偏转,co_occurs_with,力和力矩
副翼偏转,co_occurs_with,动力学特性
副翼偏转,co_occurs_with,升力
副翼偏转,co_occurs_with,升力中心位置
副翼偏转,co_occurs_with,升力大小
副翼偏转,co_occurs_with,升力损失
副翼偏转,co_occurs_with,卸载
副翼偏转,co_occurs_with,变体
副翼偏转,co_occurs_with,变体过程
副翼偏转,co_occurs_with,变化情况
副翼偏转,co_occurs_with,变化规律
副翼偏转,co_occurs_with,同时
副翼偏转,co_occurs_with,固定
副翼偏转,co_occurs_with,固定机翼
副翼偏转,co_occurs_with,外侧
副翼偏转,co_occurs_with,尺寸
副翼偏转,co_occurs_with,工况
副翼偏转,co_occurs_with,布置
副翼偏转,co_occurs_with,弦长
副翼偏转,co_occurs_with,弯矩
副翼偏转,co_occurs_with,形式
副翼偏转,co_occurs_with,情形
副翼偏转,co_occurs_with,扭矩
副翼偏转,co_occurs_with,控制
副翼偏转,co_occurs_with,控制力矩
副翼偏转,co_occurs_with,改变
副翼偏转,co_occurs_with,攻角
副翼偏转,co_occurs_with,机翼
副翼偏转,co_occurs_with,机翼升力
副翼偏转,co_occurs_with,梢根比
副翼偏转,co_occurs_with,气动力
副翼偏转,co_occurs_with,气动力矩
副翼偏转,co_occurs_with,气动力驱动变体
副翼偏转,co_occurs_with,气动特性
副翼偏转,co_occurs_with,气动舵面
副翼偏转,co_occurs_with,活动机翼
副翼偏转,co_occurs_with,流动
副翼偏转,co_occurs_with,稳定
副翼偏转,co_occurs_with,线性区
副翼偏转,co_occurs_with,考虑
副翼偏转,co_occurs_with,规律
副翼偏转,co_occurs_with,设计
副翼偏转,co_occurs_with,设计参数
副翼偏转,co_occurs_with,连杆
副翼偏转,co_occurs_with,铰链力矩
副翼偏转,co_occurs_with,阻力
副翼偏转,co_occurs_with,额外力
副翼偏转,co_occurs_with,飞行
副翼偏转,co_occurs_with,驱动机翼
副翼偏转角,co_occurs_with,20度
副翼偏转角,co_occurs_with,22度
副翼偏转角,co_occurs_with,要求
副翼偏转角,co_occurs_with,验证机
副翼偏转角度,co_occurs_with,作用中心
副翼偏转角度,co_occurs_with,俯仰力矩
副翼偏转角度,co_occurs_with,公转角度
副翼偏转角度,co_occurs_with,副翼偏转
副翼偏转角度,co_occurs_with,动力学
副翼偏转角度,co_occurs_with,变化情况
副翼偏转角度,co_occurs_with,增大
副翼偏转角度,co_occurs_with,失速
副翼偏转角度,co_occurs_with,控制方程
副翼偏转角度,co_occurs_with,改变
副翼偏转角度,co_occurs_with,气动力
副翼偏转角度,co_occurs_with,活动机翼
副翼偏转角度,co_occurs_with,自转
副翼偏转角度,co_occurs_with,连接点
副翼偏转角度,co_occurs_with,连杆
副翼差动,co_occurs_with,两侧
副翼差动,co_occurs_with,偏转
副翼差动,co_occurs_with,平衡
副翼差动,co_occurs_with,阻力
副翼弦长,co_occurs_with,20%
副翼弦长,co_occurs_with,20度
副翼弦长,co_occurs_with,25%
副翼弦长,co_occurs_with,9克
副翼弦长,co_occurs_with,副翼
副翼弦长,co_occurs_with,机翼
副翼弦长,co_occurs_with,舵机
副翼特性研究,co_occurs_with,NACA2412翼型
副翼特性研究,co_occurs_with,副翼偏转
副翼特性研究,co_occurs_with,变体过程
副翼特性研究,co_occurs_with,数值计算
副翼设计,co_occurs_with,偏转
副翼设计,co_occurs_with,副翼
副翼设计,co_occurs_with,副翼偏转
副翼设计,co_occurs_with,变体包线
副翼设计,co_occurs_with,变体过程
副翼设计,co_occurs_with,控制方式
副翼设计,co_occurs_with,设计
副翼设计,co_occurs_with,需求
副翼设计,co_occurs_with,非线性区
副翼设计,co_occurs_with,飞行控制算法
副翼铰,co_occurs_with,优势
副翼铰,co_occurs_with,作动器直接驱动
副翼铰,co_occurs_with,克服
副翼铰,co_occurs_with,副翼作动器
副翼铰,co_occurs_with,力矩
副翼铰,co_occurs_with,变体
副翼铰,co_occurs_with,数量级
副翼铰,co_occurs_with,气动力驱动变体
副翼铰,co_occurs_with,相较于作动器
副翼铰,co_occurs_with,铰链力矩
副翼面积,co_occurs_with,15%
副翼面积,co_occurs_with,20%
副翼面积,co_occurs_with,25%
副翼面积,co_occurs_with,副翼偏转
副翼面积,co_occurs_with,参考面积
副翼面积,co_occurs_with,变体包线
副翼面积,co_occurs_with,机翼
副翼面积,co_occurs_with,比例
副翼面积,co_occurs_with,活动机翼
副翼面积,co_occurs_with,范围
副翼面积,co_occurs_with,计算
副翼面积,co_occurs_with,面积
副翼面积,co_occurs_with,飞机
力和力矩,co_occurs_with,两端
力和力矩,co_occurs_with,主梁
力和力矩,co_occurs_with,传递
力和力矩,co_occurs_with,偏转
力和力矩,co_occurs_with,全机
力和力矩,co_occurs_with,变体
力和力矩,co_occurs_with,变体飞行器
力和力矩,co_occurs_with,固定机翼
力和力矩,co_occurs_with,处理
力和力矩,co_occurs_with,大小
力和力矩,co_occurs_with,小部分
力和力矩,co_occurs_with,工况
力和力矩,co_occurs_with,机构
力和力矩,co_occurs_with,机翼
力和力矩,co_occurs_with,机翼根部
力和力矩,co_occurs_with,机身
力和力矩,co_occurs_with,比较
力和力矩,co_occurs_with,活动机翼
力和力矩,co_occurs_with,结构设计
力和力矩,co_occurs_with,计算结果
力和力矩,co_occurs_with,连杆
力和力矩,co_occurs_with,部件
力和力矩,co_occurs_with,重力
力和力矩,co_occurs_with,驱动
力和力矩,co_occurs_with,驱动方式
力矩,co_occurs_with,1150N·m
力矩,co_occurs_with,3200N·m
力矩,co_occurs_with,45%
力矩,co_occurs_with,上下机翼间距
力矩,co_occurs_with,作动器
力矩,co_occurs_with,作动器直接驱动
力矩,co_occurs_with,俯仰力矩
力矩,co_occurs_with,克服
力矩,co_occurs_with,副翼作动器
力矩,co_occurs_with,副翼偏转
力矩,co_occurs_with,双翼构型
力矩,co_occurs_with,变体
力矩,co_occurs_with,变形
力矩,co_occurs_with,增大
力矩,co_occurs_with,安装
力矩,co_occurs_with,尺寸
力矩,co_occurs_with,幅度
力矩,co_occurs_with,平均弦长
力矩,co_occurs_with,数量级
力矩,co_occurs_with,机翼容积
力矩,co_occurs_with,气动力
力矩,co_occurs_with,活动机翼
力矩,co_occurs_with,结构破坏
力矩,co_occurs_with,连杆
力矩,co_occurs_with,速度
力矩,co_occurs_with,铰链位置
力矩,co_occurs_with,铰链力矩
力矩,co_occurs_with,飞机
功重比,co_occurs_with,使用
功重比,co_occurs_with,动力
功重比,co_occurs_with,电池
功重比,co_occurs_with,飞机
加工,co_occurs_with,变体
加工,co_occurs_with,后掠角
加工,co_occurs_with,困难
加工,co_occurs_with,处理
加工,co_occurs_with,扭转
加工,co_occurs_with,机构
加工,co_occurs_with,机翼
加工,co_occurs_with,梢根比
加工,co_occurs_with,飞行试验
加强筋,co_occurs_with,中力
加强筋,co_occurs_with,增强
加强筋,co_occurs_with,能力
加强肋,co_occurs_with,中力
加强肋,co_occurs_with,加强筋
加强肋,co_occurs_with,增强
加强肋,co_occurs_with,能力
加速度传感器,co_occurs_with,变体
加速度传感器,co_occurs_with,角度传感器
动力,co_occurs_with,1.3kw
动力,co_occurs_with,安装
动力,co_occurs_with,布局
动力,co_occurs_with,无刷电机
动力,co_occurs_with,电机
动力,co_occurs_with,螺旋桨
动力学,co_occurs_with,2自由度动力学模型
动力学,co_occurs_with,三部分
动力学,co_occurs_with,单-双折叠翼变体飞机
动力学,co_occurs_with,单-双折叠翼变体飞行器
动力学,co_occurs_with,变体
动力学,co_occurs_with,变体过程
动力学,co_occurs_with,总体方案设计
动力学,co_occurs_with,折叠翼
动力学,co_occurs_with,指导
动力学,co_occurs_with,控制
动力学,co_occurs_with,控制方程
动力学,co_occurs_with,控制特性
动力学,co_occurs_with,控制研究
动力学,co_occurs_with,机构
动力学,co_occurs_with,气动设计
动力学,co_occurs_with,研究内容
动力学,co_occurs_with,研究结果
动力学,co_occurs_with,结构设计研究
动力学,co_occurs_with,考虑
动力学,co_occurs_with,设计
动力学,co_occurs_with,飞机
动力学,co_occurs_with,飞行控制方法
动力学方程,co_occurs_with,全机
动力学方程,co_occurs_with,动力学特性
动力学方程,co_occurs_with,变体
动力学方程,co_occurs_with,变体过程
动力学方程,co_occurs_with,折叠翼
动力学方程,co_occurs_with,控制
动力学方程,co_occurs_with,控制方法
动力学方程,co_occurs_with,方程
动力学方程,co_occurs_with,机翼
动力学方程,co_occurs_with,气动力
动力学方程,co_occurs_with,自由度
动力学方程,co_occurs_with,飞行控制方法
动力学模型,co_occurs_with,GPS
动力学模型,co_occurs_with,三角函
动力学模型,co_occurs_with,加速度传感器
动力学模型,co_occurs_with,动力学
动力学模型,co_occurs_with,动力学特性
动力学模型,co_occurs_with,变体
动力学模型,co_occurs_with,固定机翼
动力学模型,co_occurs_with,尾翼
动力学模型,co_occurs_with,折叠翼
动力学模型,co_occurs_with,控制
动力学模型,co_occurs_with,控制特性
动力学模型,co_occurs_with,控制研究
动力学模型,co_occurs_with,控制算法
动力学模型,co_occurs_with,机翼
动力学模型,co_occurs_with,机身
动力学模型,co_occurs_with,空速管
动力学模型,co_occurs_with,简化
动力学模型,co_occurs_with,考虑
动力学模型,co_occurs_with,连杆
动力学模型,co_occurs_with,难度
动力学模型,co_occurs_with,非线性
动力学模型,co_occurs_with,飞机
动力学模型,co_occurs_with,飞行控制
动力学特性,co_occurs_with,动力学模型
动力学特性,co_occurs_with,变体
动力学特性,co_occurs_with,折叠翼
动力学特性,co_occurs_with,控制
动力学特性,co_occurs_with,控制方法
动力学特性,co_occurs_with,控制特性
动力学特性,co_occurs_with,控制策略
动力学特性,co_occurs_with,规律
动力学特性,co_occurs_with,设计
动力学特性,co_occurs_with,问题之一
动力学特性,co_occurs_with,飞机
动稳定性,co_occurs_with,幅度
动稳定性,co_occurs_with,改变
势流理论,co_occurs_with,双翼布局
势流理论,co_occurs_with,气动力
势流理论,co_occurs_with,计算方法
包线,co_occurs_with,力和力矩
包线,co_occurs_with,变体
包线,co_occurs_with,流动
包线,co_occurs_with,范围
包线,co_occurs_with,速度
包线,co_occurs_with,飞机
北京,co_occurs_with,机场
北苍鹰,co_occurs_with,变体飞行器
北苍鹰,co_occurs_with,同时
北苍鹰,co_occurs_with,改变
北苍鹰,co_occurs_with,飞行
区别,co_occurs_with,传力路径
区别,co_occurs_with,传递
区别,co_occurs_with,升力
区别,co_occurs_with,升力曲线
区别,co_occurs_with,双翼
区别,co_occurs_with,弯矩
区别,co_occurs_with,扭矩
区别,co_occurs_with,梢根比
区别,co_occurs_with,近似
区别,co_occurs_with,阻力
区别,co_occurs_with,阻力特性
升力,co_occurs_with,1倍
升力,co_occurs_with,20度
升力,co_occurs_with,50%
升力,co_occurs_with,上下机翼
升力,co_occurs_with,上偏
升力,co_occurs_with,上机翼
升力,co_occurs_with,下偏
升力,co_occurs_with,下机翼
升力,co_occurs_with,下降
升力,co_occurs_with,二者
升力,co_occurs_with,优化
升力,co_occurs_with,传递
升力,co_occurs_with,位置
升力,co_occurs_with,作用
升力,co_occurs_with,偏转
升力,co_occurs_with,全机余
升力,co_occurs_with,公转
升力,co_occurs_with,关注
升力,co_occurs_with,前后
升力,co_occurs_with,前者
升力,co_occurs_with,副翼
升力,co_occurs_with,副翼偏角
升力,co_occurs_with,副翼偏转
升力,co_occurs_with,副翼偏转角
升力,co_occurs_with,副翼偏转角度
升力,co_occurs_with,力和力矩
升力,co_occurs_with,升力中心
升力,co_occurs_with,升力分布
升力,co_occurs_with,升力损失
升力,co_occurs_with,升力补偿
升力,co_occurs_with,升力面
升力,co_occurs_with,半经验方法
升力,co_occurs_with,单翼状态
升力,co_occurs_with,卸载
升力,co_occurs_with,压力分布
升力,co_occurs_with,原因
升力,co_occurs_with,原理验证机
升力,co_occurs_with,双翼状态
升力,co_occurs_with,变体
升力,co_occurs_with,变体包线
升力,co_occurs_with,变体过程
升力,co_occurs_with,变化情况
升力,co_occurs_with,变化趋势
升力,co_occurs_with,变形
升力,co_occurs_with,同时
升力,co_occurs_with,固定
升力,co_occurs_with,固定机翼
升力,co_occurs_with,增大
升力,co_occurs_with,外侧
升力,co_occurs_with,大小
升力,co_occurs_with,失速
升力,co_occurs_with,失速速度
升力,co_occurs_with,奥斯瓦尔德因子
升力,co_occurs_with,定常计算
升力,co_occurs_with,小幅
升力,co_occurs_with,小部分
升力,co_occurs_with,展向
升力,co_occurs_with,展向升力分布
升力,co_occurs_with,展弦比
升力,co_occurs_with,巡航升力系数
升力,co_occurs_with,工况
升力,co_occurs_with,差动
升力,co_occurs_with,布局
升力,co_occurs_with,布置
升力,co_occurs_with,干扰
升力,co_occurs_with,平均展长
升力,co_occurs_with,平均弦长
升力,co_occurs_with,弦长
升力,co_occurs_with,扭矩
升力,co_occurs_with,拉力
升力,co_occurs_with,损失
升力,co_occurs_with,控制
升力,co_occurs_with,摩擦阻力
升力,co_occurs_with,改变
升力,co_occurs_with,攻角
升力,co_occurs_with,攻角变化
升力,co_occurs_with,攻角总改变量
升力,co_occurs_with,方向
升力,co_occurs_with,机翼
升力,co_occurs_with,机翼展长
升力,co_occurs_with,机翼弯矩
升力,co_occurs_with,机翼折叠变体
升力,co_occurs_with,机身
升力,co_occurs_with,构型
升力,co_occurs_with,梢根比
升力,co_occurs_with,椭圆形
升力,co_occurs_with,比较
升力,co_occurs_with,气动
升力,co_occurs_with,气动力
升力,co_occurs_with,气动力变化
升力,co_occurs_with,气动效率
升力,co_occurs_with,气动负载
升力,co_occurs_with,活动机翼
升力,co_occurs_with,活动机翼副翼
升力,co_occurs_with,略小于
升力,co_occurs_with,矩形
升力,co_occurs_with,稳定
升力,co_occurs_with,空间
升力,co_occurs_with,等效
升力,co_occurs_with,翼尖
升力,co_occurs_with,翼展比
升力,co_occurs_with,翼根处上下翼间距
升力,co_occurs_with,舵效
升力,co_occurs_with,补偿
升力,co_occurs_with,要求
升力,co_occurs_with,计算方法
升力,co_occurs_with,诱导阻力
升力,co_occurs_with,起降
升力,co_occurs_with,趋势
升力,co_occurs_with,载荷
升力,co_occurs_with,载荷分布
升力,co_occurs_with,运动
升力,co_occurs_with,近似
升力,co_occurs_with,连杆
升力,co_occurs_with,重力
升力,co_occurs_with,铰链
升力,co_occurs_with,锁定
升力,co_occurs_with,阻力
升力,co_occurs_with,阻力特性
升力,co_occurs_with,阻力系数
升力,co_occurs_with,需求
升力,co_occurs_with,非定常效应
升力,co_occurs_with,面积
升力,co_occurs_with,飞机
升力,co_occurs_with,飞行
升力,co_occurs_with,飞行器
升力,co_occurs_with,飞行控制
升力,co_occurs_with,驱动
升力,co_occurs_with,驱动机翼
升力,co_occurs_with,验证机
升力,co_occurs_with,高空
升力中心,co_occurs_with,46%
升力中心,co_occurs_with,5%
升力中心,co_occurs_with,50%
升力中心,co_occurs_with,位置
升力中心,co_occurs_with,全机
升力中心,co_occurs_with,升力
升力中心,co_occurs_with,单-双折叠翼变体飞行器
升力中心,co_occurs_with,单翼
升力中心,co_occurs_with,压力中心
升力中心,co_occurs_with,双翼构型
升力中心,co_occurs_with,变体过程
升力中心,co_occurs_with,变化情况
升力中心,co_occurs_with,固定机翼
升力中心,co_occurs_with,基础
升力中心,co_occurs_with,弦长
升力中心,co_occurs_with,改变
升力中心,co_occurs_with,机翼
升力中心,co_occurs_with,机翼展长
升力中心,co_occurs_with,机翼弦向
升力中心,co_occurs_with,机身
升力中心,co_occurs_with,杆长
升力中心,co_occurs_with,概念
升力中心,co_occurs_with,气动中心
升力中心,co_occurs_with,活动机翼
升力中心,co_occurs_with,距离
升力中心,co_occurs_with,转轴
升力中心,co_occurs_with,连杆
升力中心,co_occurs_with,重心
升力中心,co_occurs_with,长度
升力中心位置,co_occurs_with,俯仰力矩
升力中心位置,co_occurs_with,改变
升力中心位置,co_occurs_with,机翼
升力分布,co_occurs_with,分布
升力分布,co_occurs_with,奥斯瓦尔德因子
升力分布,co_occurs_with,机翼
升力分布,co_occurs_with,梢根比
升力分布,co_occurs_with,椭圆形
升力分布,co_occurs_with,流动特性
升力分布,co_occurs_with,矩形
升力分布,co_occurs_with,舵效
升力分布,co_occurs_with,要求
升力分布,co_occurs_with,诱导阻力
升力变化,co_occurs_with,20%
升力变化,co_occurs_with,变体
升力变化,co_occurs_with,变体过程
升力变化,co_occurs_with,安全
升力变化,co_occurs_with,幅度
升力变化,co_occurs_with,控制
升力变化,co_occurs_with,机翼
升力变化,co_occurs_with,机翼升力
升力变化,co_occurs_with,翼尖涡
升力变化,co_occurs_with,范围
升力变化,co_occurs_with,趋势
升力变化,co_occurs_with,运动
升力变化,co_occurs_with,阻力
升力变化,co_occurs_with,非定常效应
升力变化,co_occurs_with,飞机
升力大小,co_occurs_with,位置
升力大小,co_occurs_with,俯仰力矩
升力大小,co_occurs_with,升力中心
升力大小,co_occurs_with,升力中心位置
升力大小,co_occurs_with,改变
升力大小,co_occurs_with,机翼
升力大小,co_occurs_with,活动机翼
升力损失,co_occurs_with,升力
升力损失,co_occurs_with,方案
升力损失,co_occurs_with,机翼
升力损失,co_occurs_with,稳定
升力损失,co_occurs_with,起飞距离
升力损失,co_occurs_with,飞机
升力损失,co_occurs_with,飞行
升力曲线,co_occurs_with,升力线斜率
升力曲线,co_occurs_with,参数
升力曲线,co_occurs_with,曲线
升力曲线,co_occurs_with,最大升力系数
升力曲线,co_occurs_with,流场结构
升力曲线,co_occurs_with,阻力
升力曲线,co_occurs_with,零升攻角
升力系数,co_occurs_with,上下翼间距
升力系数,co_occurs_with,副翼
升力系数,co_occurs_with,升力
升力系数,co_occurs_with,升力线斜率
升力系数,co_occurs_with,压力分布
升力系数,co_occurs_with,变体包线
升力系数,co_occurs_with,展弦比
升力系数,co_occurs_with,平方
升力系数,co_occurs_with,机翼
升力系数,co_occurs_with,此时飞机
升力系数,co_occurs_with,比较
升力系数,co_occurs_with,气动力
升力系数,co_occurs_with,气动最优展弦比
升力系数,co_occurs_with,活动机翼
升力系数,co_occurs_with,翼尖失速
升力系数,co_occurs_with,诱导阻力
升力系数,co_occurs_with,诱导阻力系数
升力系数,co_occurs_with,阻力
升力系数,co_occurs_with,阻力系数曲线
升力系数,co_occurs_with,零升阻力系数
升力系数,co_occurs_with,飞行器
升力系数损失,co_occurs_with,上下机翼
升力系数损失,co_occurs_with,上方
升力系数损失,co_occurs_with,下机翼
升力系数损失,co_occurs_with,后方
升力系数损失,co_occurs_with,当上
升力系数损失,co_occurs_with,当上机翼
升力系数损失,co_occurs_with,机翼
升力系数损失,co_occurs_with,间距
升力线斜率,co_occurs_with,15%
升力线斜率,co_occurs_with,60%
升力线斜率,co_occurs_with,上机翼
升力线斜率,co_occurs_with,下机翼
升力线斜率,co_occurs_with,下翼
升力线斜率,co_occurs_with,公式
升力线斜率,co_occurs_with,升力曲线
升力线斜率,co_occurs_with,单翼
升力线斜率,co_occurs_with,单翼状态
升力线斜率,co_occurs_with,双翼
升力线斜率,co_occurs_with,变化情况
升力线斜率,co_occurs_with,同时
升力线斜率,co_occurs_with,增强
升力线斜率,co_occurs_with,失速攻角
升力线斜率,co_occurs_with,实际攻角
升力线斜率,co_occurs_with,幅度
升力线斜率,co_occurs_with,当上
升力线斜率,co_occurs_with,损失
升力线斜率,co_occurs_with,整体
升力线斜率,co_occurs_with,无量纲位置参数
升力线斜率,co_occurs_with,最大升力系数
升力线斜率,co_occurs_with,机翼升力
升力线斜率,co_occurs_with,机翼间距
升力线斜率,co_occurs_with,翼型
升力线斜率,co_occurs_with,计算
升力线斜率,co_occurs_with,距离
升力线斜率,co_occurs_with,近似
升力线斜率,co_occurs_with,零升攻角
升力线理论,co_occurs_with,上下机翼
升力线理论,co_occurs_with,作用
升力线理论,co_occurs_with,分布涡
升力线理论,co_occurs_with,双翼布局
升力线理论,co_occurs_with,双翼构型
升力线理论,co_occurs_with,双翼气动
升力线理论,co_occurs_with,双翼理论
升力线理论,co_occurs_with,发展
升力线理论,co_occurs_with,气动力
升力线理论,co_occurs_with,理论
升力线理论,co_occurs_with,计算
升力补偿,co_occurs_with,副翼
升力补偿,co_occurs_with,副翼偏转角度
升力补偿,co_occurs_with,变体包线
升力补偿,co_occurs_with,增大
升力补偿,co_occurs_with,活动机翼
升力补偿,co_occurs_with,活动机翼副翼
升力补偿,co_occurs_with,节中
升力补偿,co_occurs_with,计算
升力补偿,co_occurs_with,计算结果
升力补偿,co_occurs_with,面积
升力补偿,co_occurs_with,飞机
升力面,co_occurs_with,低速性能
升力面,co_occurs_with,容积侵占
升力面,co_occurs_with,损失
升力面,co_occurs_with,机翼
升力面,co_occurs_with,机翼折叠变体
升力面,co_occurs_with,空间
升力面,co_occurs_with,结构破坏
升力面,co_occurs_with,起降
升力面,co_occurs_with,起降翼展
升力面,co_occurs_with,起飞速度
升力面,co_occurs_with,重量成本
升力面,co_occurs_with,飞机
升阻,co_occurs_with,1倍
升阻,co_occurs_with,上下翼间距
升阻,co_occurs_with,公转角度
升阻,co_occurs_with,压力分布
升阻,co_occurs_with,参数
升阻,co_occurs_with,变化情况
升阻,co_occurs_with,变化趋势
升阻,co_occurs_with,弦长
升阻比,co_occurs_with,20%
升阻比,co_occurs_with,RQ-4A
升阻比,co_occurs_with,下降
升阻比,co_occurs_with,全球鹰
升阻比,co_occurs_with,原准机
升阻比,co_occurs_with,大展弦
升阻比,co_occurs_with,展弦比
升阻比,co_occurs_with,提升
升阻比,co_occurs_with,收益
升阻比,co_occurs_with,无人机
升阻比,co_occurs_with,机翼
升阻比,co_occurs_with,燃油携带
升阻比,co_occurs_with,结构重量
升阻比,co_occurs_with,航时
升阻比,co_occurs_with,航程
升阻比,co_occurs_with,表达式
升阻比,co_occurs_with,诱导阻力系数
升阻比,co_occurs_with,趋势
升阻比,co_occurs_with,载荷
升阻比,co_occurs_with,重量
升阻比,co_occurs_with,长航时飞行器
升阻比,co_occurs_with,零升阻力系数
升阻比,co_occurs_with,飞机
升阻比,co_occurs_with,飞行器
升降舵,co_occurs_with,50000N·m
升降舵,co_occurs_with,70%弦长处
升降舵,co_occurs_with,位置
升降舵,co_occurs_with,俯仰扰动力矩
升降舵,co_occurs_with,变体
升降舵,co_occurs_with,失效
升降舵,co_occurs_with,容量
升降舵,co_occurs_with,平尾
升降舵,co_occurs_with,控制力矩
升降舵,co_occurs_with,控制范围
升降舵,co_occurs_with,方向舵
升降舵,co_occurs_with,研究结论
升降舵,co_occurs_with,节中
升降舵,co_occurs_with,设计
升降舵,co_occurs_with,飞机
升限,co_occurs_with,升力
升限,co_occurs_with,机翼
升限,co_occurs_with,约束
半经验方法,co_occurs_with,升力
半经验方法,co_occurs_with,结构重量
半经验方法,co_occurs_with,计算
半经验方法,co_occurs_with,阻力
半翼展,co_occurs_with,变形
半翼展,co_occurs_with,同时
半翼展,co_occurs_with,机翼
半翼展,co_occurs_with,翼尖
协调,co_occurs_with,固定机翼
协调,co_occurs_with,平行
协调,co_occurs_with,平衡气动
协调,co_occurs_with,方案
协调,co_occurs_with,活动机翼
协调,co_occurs_with,设计目标
协调,co_occurs_with,设计约束
协调,co_occurs_with,重量
单-双折叠翼变体飞机,co_occurs_with,上机翼
单-双折叠翼变体飞机,co_occurs_with,优势
单-双折叠翼变体飞机,co_occurs_with,使用
单-双折叠翼变体飞机,co_occurs_with,几何外形设计
单-双折叠翼变体飞机,co_occurs_with,副翼
单-双折叠翼变体飞机,co_occurs_with,副翼偏转
单-双折叠翼变体飞机,co_occurs_with,力和力矩
单-双折叠翼变体飞机,co_occurs_with,动力学
单-双折叠翼变体飞机,co_occurs_with,单翼
单-双折叠翼变体飞机,co_occurs_with,单翼构型
单-双折叠翼变体飞机,co_occurs_with,单翼状态
单-双折叠翼变体飞机,co_occurs_with,原准机
单-双折叠翼变体飞机,co_occurs_with,双翼
单-双折叠翼变体飞机,co_occurs_with,双翼构型
单-双折叠翼变体飞机,co_occurs_with,变体
单-双折叠翼变体飞机,co_occurs_with,变体包线
单-双折叠翼变体飞机,co_occurs_with,变体飞行试验
单-双折叠翼变体飞机,co_occurs_with,增大
单-双折叠翼变体飞机,co_occurs_with,多学科总体设计方法
单-双折叠翼变体飞机,co_occurs_with,失速速度
单-双折叠翼变体飞机,co_occurs_with,小于1时
单-双折叠翼变体飞机,co_occurs_with,展弦比
单-双折叠翼变体飞机,co_occurs_with,巡航升阻比
单-双折叠翼变体飞机,co_occurs_with,布局
单-双折叠翼变体飞机,co_occurs_with,幅度
单-双折叠翼变体飞机,co_occurs_with,平面形状
单-双折叠翼变体飞机,co_occurs_with,总体方案设计
单-双折叠翼变体飞机,co_occurs_with,总体设计
单-双折叠翼变体飞机,co_occurs_with,折叠翼
单-双折叠翼变体飞机,co_occurs_with,控制
单-双折叠翼变体飞机,co_occurs_with,推重比
单-双折叠翼变体飞机,co_occurs_with,收益代价
单-双折叠翼变体飞机,co_occurs_with,最大升力系数
单-双折叠翼变体飞机,co_occurs_with,机翼
单-双折叠翼变体飞机,co_occurs_with,机翼面积
单-双折叠翼变体飞机,co_occurs_with,梢根比
单-双折叠翼变体飞机,co_occurs_with,模式
单-双折叠翼变体飞机,co_occurs_with,气动负载
单-双折叠翼变体飞机,co_occurs_with,活动机翼
单-双折叠翼变体飞机,co_occurs_with,结构设计
单-双折叠翼变体飞机,co_occurs_with,考虑
单-双折叠翼变体飞机,co_occurs_with,航时
单-双折叠翼变体飞机,co_occurs_with,航程
单-双折叠翼变体飞机,co_occurs_with,舵面
单-双折叠翼变体飞机,co_occurs_with,设计
单-双折叠翼变体飞机,co_occurs_with,设计参数
单-双折叠翼变体飞机,co_occurs_with,设计方法
单-双折叠翼变体飞机,co_occurs_with,设计目标
单-双折叠翼变体飞机,co_occurs_with,设计约束
单-双折叠翼变体飞机,co_occurs_with,起降翼展
单-双折叠翼变体飞机,co_occurs_with,起飞
单-双折叠翼变体飞机,co_occurs_with,重量
单-双折叠翼变体飞机,co_occurs_with,额外力
单-双折叠翼变体飞机,co_occurs_with,飞机
单-双折叠翼变体飞机,co_occurs_with,飞行控制方法
单-双折叠翼变体飞行器,co_occurs_with,20度
单-双折叠翼变体飞行器,co_occurs_with,3000m
单-双折叠翼变体飞行器,co_occurs_with,400km/h
单-双折叠翼变体飞行器,co_occurs_with,50%
单-双折叠翼变体飞行器,co_occurs_with,6m
单-双折叠翼变体飞行器,co_occurs_with,一侧
单-双折叠翼变体飞行器,co_occurs_with,上下
单-双折叠翼变体飞行器,co_occurs_with,上下机翼
单-双折叠翼变体飞行器,co_occurs_with,上下机翼间距
单-双折叠翼变体飞行器,co_occurs_with,上反角
单-双折叠翼变体飞行器,co_occurs_with,上方
单-双折叠翼变体飞行器,co_occurs_with,上机翼
单-双折叠翼变体飞行器,co_occurs_with,下机翼
