head,relation,tail
15%副翼弦长,part_of,机翼几何
20%副翼弦长,part_of,机翼几何
25%副翼弦长,part_of,机翼几何
副翼,applied_to,±20度范围内偏转
4度攻角,applies_to,机翼的升力
升力,depends_on,副翼偏转角度
阻力,depends_on,副翼偏转角度
副翼偏角,affects,阻力系数
副翼偏角,affects,副翼舵效
副翼舵效,leads_to,非线性
副翼偏角,leads_to,失速
副翼偏角过大,causes,流动分离
单-双折叠翼变体飞行器,has_part,副翼
副翼偏转,affects,机翼的升力大小
副翼偏转,affects,升力中心位置
机翼的升力大小,affects,机翼的俯仰力矩
升力中心位置,affects,机翼的俯仰力矩
副翼偏转,generates,额外俯仰力矩
额外俯仰力矩,part_of,单-双折叠翼变体飞行器
副翼偏转,affects,俯仰力矩
副翼面积,part_of,机翼总面积
副翼偏转,generates,俯仰力矩
俯仰力矩,transforms_to,弯矩
俯仰力矩,transforms_to,扭矩
弯矩,connected_to,连杆
扭矩,connected_to,连杆
连杆,part_of,单-双折叠翼变体飞行器
力矩过大,causes,连杆的大幅度变形
副翼,actuated_by,偏转角度
副翼偏转角度,affects,俯仰力矩系数
机翼,located_at,45%弦长左右位置
俯仰力矩系数,approximately,不随副翼偏转角度的变化而改变
额外气动力,located_at,45%弦长左右位置
参考点,located_at,45%弦长左右位置
机翼,has_part,副翼
俯仰力矩系数,depends_on,参考点
45%弦长左右位置,defined_as,作用中心
作用中心,located_at,45%弦长左右位置
机翼,has_part,参考点
副翼偏转,affects,俯仰力矩系数
额外气动力,affects,俯仰力矩系数
俯仰力矩变化,less_than,副翼偏转所产生的俯仰力矩变化
副翼偏转,generates,俯仰力矩变化
连杆与活动机翼的连接处,located_at,45%弦长左右位置
连杆与活动机翼的连接点,located_at,45%弦长更偏前一点的位置
连杆,part_of,活动机翼
机翼,has_part,气动中心
攻角变化,causes,气动力增量
气动力增量,located_at,气动中心
攻角变化,causes,俯仰力矩变化
副翼偏转角度变化,causes,俯仰力矩变化
连接处,located_at,45%弦长左右位置
连接点,located_at,45%弦长更偏前一点的位置
副翼偏转,generates,额外力
副翼偏转,generates,力矩
RQ-4A无人机,instance_of,单-双折叠翼变体飞机
活动机翼,has_part,副翼
副翼面积占比,equals_to,20%
内侧副翼上偏15度,applied_to,活动机翼
外侧副翼上偏5度,applied_to,活动机翼
俯仰力矩参考点,located_at,45%弦长位置
单-双折叠翼变体,part_of,飞行器
单翼构型,instance_of,单-双折叠翼变体
双翼构型,instance_of,单-双折叠翼变体
大展弦比单翼构型,instance_of,单翼构型
双翼平面参数设计,defined_as,两个无量纲量
上下机翼的相对位置,affects,双翼气动性能
上下机翼的弦长,affects,双翼气动性能
上机翼上反,affects,双翼气动性能
连杆,affects,双翼气动性能
连杆和机翼连接处的流动分离,affects,机翼阻力
固定机翼,part_of,单-双折叠翼变体飞行器
活动机翼,part_of,单-双折叠翼变体飞行器
活动机翼垂直方向运动,causes,等效攻角变化
等效攻角变化,generates,非定常气动力
非定常气动力,originates_from,活动机翼垂直方向运动
最大升力变化,approximately,20%
变体过程中的气动力变化,is_a,平稳
变体过程中的气动力变化,affects,飞行控制
副翼特性,part_of,单-双折叠翼变体
NACA2412翼型,instance_of,翼型
俯仰力矩变化,greater_than,机翼攻角改变所引起的俯仰力矩变化
连接点,located_at,作用中心
单-双折叠翼变体飞机,instance_of,变体飞机
RQ-4A无人机,instance_of,无人机
副翼偏转,generates,额外力和力矩
副翼设计,needs,线性区
飞行控制算法设计,needs,线性区
